Site ,Pollinator,Species,Family,Overview,Date,Group,comment
14,26,Aglais urticae,Nymphalidae,Butterfly,18/06/2024,area,
15,1,Helophilus pendulus,Syrphidae,Fly,12/06/2024,flower,
15,2,Helophilus pendulus,Syrphidae,Fly,12/06/2024,flower,
15,3,Stenurella melanura,Cerambycidae,Beetle,12/06/2024,flower,
15,4,Eristalis sp,Syrphidae,Fly,12/06/2024,flower,
15,5,Eristalis sp,Syrphidae,Fly,12/06/2024,flower,
15,6,Helophilus pendulus,Syrphidae,Fly,12/06/2024,flower,
15,7,Merodon equestris,Syrphidae,Fly,12/06/2024,area,
15,8,Apis mellifera,Apidae,Bee,12/06/2024,area,
15,9,Empis tessellata,Empididae,Fly,12/06/2024,area,
15,10,Eupeodes corollae,Syrphidae,Fly,12/06/2024,area,
15,11,Sphaerophoria sp,Syrphidae,Fly,12/06/2024,flower,
15,12,Merodon equestris,Syrphidae,Fly,12/06/2024,flower,
15,13,Apis mellifera,Apidae,Bee,12/06/2024,area,
15,14,Sphaerophoria sp,Apidae,Bee,12/06/2024,area,
15,15,Eristalis sp,Syrphidae,Fly,12/06/2024,flower,
15,16,Eristalis sp,Syrphidae,Fly,12/06/2024,flower,
15,17,Boloria selene,Nymphalidae,Butterfly,12/06/2024,area,
15,18,Eupeodes corollae,Syrphidae,Fly,12/06/2024,area,
15,19,Eupeodes corollae,Syrphidae,Fly,12/06/2024,area,
15,20,Bombus terrestris,Apidae,Bee,12/06/2024,area,
15,21,Helophilus pendulus,Syrphidae,Fly,20/06/2024,flower,
15,22,Helophilus pendulus,Syrphidae,Fly,20/06/2024,flower,
15,23,Stenurella melanura,Cerambycidae,Beetle,20/06/2024,flower,
15,24,Ochlodes sylvanus,Hesperiidae,Butterfly,20/06/2024,area,
15,25,Eristalis sp,Syrphidae,Fly,20/06/2024,flower,
15,26,Helophilus pendulus,Syrphidae,Fly,20/06/2024,flower,
15,27,Helophilus pendulus,Syrphidae,Fly,20/06/2024,area,
15,28,Bombus pratorum,Apidae,Bee,20/06/2024,area,
15,29,Boloria selene,Nymphalidae,Butterfly,20/06/2024,area,
15,30,Boloria selene,Nymphalidae,Butterfly,20/06/2024,area,
16,1,Empis tessellata,Empididae,Fly,13/06/2024,flower,
16,2,Empis tessellata,Empididae,Fly,13/06/2024,flower,
16,3,Helophilus pendulus,Syrphidae,Fly,13/06/2024,flower,
16,4,Eristalinus sepulchralis,Syrphidae,Fly,13/06/2024,flower,
16,5,Helophilus pendulus,Syrphidae,Fly,13/06/2024,flower,
16,6,Helophilus pendulus,Syrphidae,Fly,13/06/2024,flower,
16,7,Bombus pratorum,Apidae,Fly,13/06/2024,flower,
16,8,Crambus perlella,Crambidae,Moth,13/06/2024,flower,
16,9,Eupeodes corollae,Syrphidae,Fly,13/06/2024,flower,
16,10,Eristalis sp,Syrphidae,Fly,13/06/2024,flower,
16,11,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,12,Amblyteles armatorius,Ichneumonidae,Wasp,13/06/2024,area,
16,13,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,14,Crambus lathionellus ,Crambidae,Moth,13/06/2024,area,
16,15,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,16,Phyllopertha horticola,Scarabaeidae,Beetle,13/06/2024,area,
16,17,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,18,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,19,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,20,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
16,21,Bombus pascuorum,Apidae,Bee,18/06/2024,area,
16,22,Crambus perlella,Crambidae,Moth,18/06/2024,flower,
16,23,Bombus campestris,Apidae,Bee,18/06/2024,flower,
16,24,Stenurella melanura,Cerambycidae,Beetle,18/06/2024,area,
16,25,Meligethes sp,Nitidulidae,Beetle,18/06/2024,flower,
16,26,Stenurella melanura,Cerambycidae,Beetle,18/06/2024,area,
16,27,Eupeodes corollae,Syrphidae,Fly,18/06/2024,area,
16,28,Maniola jurtina,Nymphalidae,Butterfly,18/06/2024,area,
16,29,Meligethes sp,Nitidulidae,Beetle,18/06/2024,flower,
16,30,Meligethes sp,Nitidulidae,Beetle,18/06/2024,flower,
17,1,Empis tessellata,Empididae,Fly,13/06/2024,flower,
17,2,Eupeodes corollae,Syrphidae,Fly,13/06/2024,flower,
17,3,Pollenia sp,Polleniidae,Fly,13/06/2024,flower,
17,4,Andrena sp,Andrenidae,Bee,13/06/2024,flower,
17,5,Eristalis sp,Syrphidae,Fly,13/06/2024,flower,
17,6,Bombus terrestris,Apidae,Bee,13/06/2024,flower,
17,7,Crambus lathionellus ,Crambidae,Moth,13/06/2024,area,
17,8,Dasytes niger,Melyridae,Beetle,13/06/2024,area,
17,9,Crambus lathionellus ,Crambidae,Moth,13/06/2024,area,
17,10,Empis tessellata,Empididae,Fly,13/06/2024,flower,
17,11,Euclidia glyphica,Erebidae,Moth,13/06/2024,flower,
17,12,Melanostoma sp,Syrphidae,Fly,13/06/2024,area,
17,13,Andrena sp,Andrenidae,Bee,13/06/2024,flower,
17,14,Bombus terrestris,Apidae,Bee,13/06/2024,area,
17,15,Eupeodes corollae,Syrphidae,Fly,13/06/2024,area,
17,16,Eristalis sp,Syrphidae,Fly,13/06/2024,area,
17,17,Sericomyia silentis,Syrphidae,Fly,13/06/2024,flower,
17,18,Empis tessellata,Empididae,Fly,13/06/2024,flower,
17,19,Andrena sp,Andrenidae,Bee,18/06/2024,area,
17,20,Volucella pellucens,Syrphidae,Fly,18/06/2024,flower,
17,21,Autographa gamma,Noctuidae,Moth,18/06/2024,area,
17,22,Apis mellifera,Apidae,Bee,18/06/2024,flower,
17,23,NA,Symphyta,Sawfly,18/06/2024,area,
17,24,NA,Ichneumonidae,Wasp,18/06/2024,area,
17,25,Apis mellifera,Apidae,Bee,18/06/2024,flower,
17,26,Helophilus pendulus,Syrphidae,Fly,18/06/2024,area,
17,27,Eupeodes corollae,Syrphidae,Fly,18/06/2024,area,
17,28,Bombus terrestris,Apidae,Bee,18/06/2024,area,
17,29,Eristalis sp,Syrphidae,Fly,18/06/2024,flower,
17,30,Eristalis sp,Syrphidae,Fly,18/06/2024,flower,
18,1,Apis mellifera,Apidae,Bee,14/06/2024,flower,
18,2,Volucella pellucens,Syrphidae,Fly,14/06/2024,flower,
18,3,Merodon equestris,Syrphidae,Fly,14/06/2024,flower,
18,4,Eristalis sp,Syrphidae,Fly,14/06/2024,flower,
18,5,Eristalis sp,Syrphidae,Fly,14/06/2024,flower,
18,6,Empis livida,Empididae,Fly,14/06/2024,flower,
18,7,Bombus terrestris,Apidae,Bee,14/06/2024,flower,
18,8,Lasioglossum sp,Halictidae,Bee,14/06/2024,area,
18,9,Eristalis sp,Syrphidae,Fly,14/06/2024,flower,
18,10,Volucella pellucens,Syrphidae,Fly,14/06/2024,flower,
18,11,Merodon equestris,Syrphidae,Fly,14/06/2024,flower,
18,12,Maniola jurtina,Nymphalidae,Butterfly,14/06/2024,area,
18,13,Phyllopertha horticola,Scarabaeidae,Beetle,14/06/2024,area,
18,14,Tryphoninae,Ichneumonidae,Wasp,14/06/2024,area,
18,15,Eupeodes corollae,Syrphidae,Fly,14/06/2024,area,
18,16,Eupeodes corollae,Syrphidae,Fly,14/06/2024,area,
18,17,Bombus ruderarius,Apidae,Bee,14/06/2024,area,
18,18,Epistrophe nitidicollis,Syrphidae,Fly,14/06/2024,area,
18,19,Maniola jurtina,Nymphalidae,Butterfly,14/06/2024,area,
18,20,Helophilus pendulus,Syrphidae,Fly,14/06/2024,area,
18,21,Eristalis sp,Syrphidae,Fly,20/06/2024,flower,
18,22,Eristalis sp,Syrphidae,Fly,20/06/2024,flower,
18,23,Eristalis sp,Syrphidae,Fly,20/06/2024,flower,
18,24,Eupeodes corollae,Syrphidae,Fly,20/06/2024,flower,
18,25,Eristalis sp,Syrphidae,Fly,20/06/2024,flower,
18,26,Bombus terrestris,Apidae,Bee,20/06/2024,area,
18,27,Apis mellifera,Apidae,Bee,20/06/2024,area,
18,28,Apis mellifera,Apidae,Bee,20/06/2024,area,
18,29,Maniola jurtina,Nymphalidae,Butterfly,20/06/2024,area,
18,30,Apis mellifera,Apidae,Bee,20/06/2024,area,
19,1,Lasioglossum sp,Halictidae,Bee,14/06/2024,area,
19,2,Empis livida,Empididae,Fly,14/06/2024,flower,
19,3,Lasioglossum sp,Halictidae,Bee,14/06/2024,area,
19,4,Bombus pascuorum,Apidae,Bee,14/06/2024,area,
19,5,Eupeodes corollae,Syrphidae,Fly,14/06/2024,area,
19,6,Sphecodes sp,Halictidae,Bee,14/06/2024,area,
19,7,Dasytes niger,Melyridae,Beetle,14/06/2024,flower,
19,8,Boloria selene,Nymphalidae,Butterfly,14/06/2024,area,
19,9,Merodon equestris,Syrphidae,Fly,14/06/2024,flower,
19,10,Monochroa tenebrella ,Gelechiidae,Moth,14/06/2024,flower,
19,11,Meligethes sp ,Nitidulidae,Beetle,14/06/2024,flower,
19,12,Stenurella melanura,Cerambycidae,Beetle,14/06/2024,flower,
19,13,Monochroa tenebrella ,Gelechiidae,Moth,14/06/2024,flower,
19,14,Eupeodes corollae,Syrphidae,Fly,14/06/2024,area,
19,15,Lasioglossum sp,Halictidae,Bee,14/06/2024,area,
19,16,Dasytes niger,Melyridae,Beetle,14/06/2024,flower,
19,17,Dasytes niger,Melyridae,Beetle,14/06/2024,flower,
19,18,Lasioglossum sp,Halictidae,Bee,14/06/2024,area,
19,19,Dasytes niger,Melyridae,Beetle,14/06/2024,flower,
19,20,Lasioglossum sp,Halictidae,Bee,14/06/2024,area,
19,21,Dasytes niger,Melyridae,Beetle,20/06/2024,flower,
19,22,Dasytes niger,Melyridae,Beetle,20/06/2024,flower,
19,23,Lasioglossum sp,Halictidae,Bee,20/06/2024,flower,
19,24,Aphantopus hyperantus,Nymphalidae,Butterfly,20/06/2024,area,
19,25,Stenurella melanura,Cerambycidae,Beetle,20/06/2024,area,
19,26,Sphaerophoria sp,Syrphidae,Fly,20/06/2024,area,
19,27,Chrysotoxum bicinctum,Syrphidae,Fly,20/06/2024,area,
19,28,Ochlodes sylvanus,Hesperiidae,Butterfly,20/06/2024,area,
19,29,Dasytes niger,Melyridae,Beetle,20/06/2024,flower,
19,30,Eristalis sp,Syrphidae,Fly,20/06/2024,flower,
20,1,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,2,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,3,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,4,Helophilus pendulus,Syrphidae,Fly,14/06/2024,flower,
20,5,Eristalis sp,Syrphidae,Fly,14/06/2024,flower,
20,6,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,7,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,8,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,9,Empis tessellata,Empididae,Fly,14/06/2024,flower,
20,10,Bombus bohemicus,Apidae,Bee,14/06/2024,flower,
20,11,Euclidia glyphica,Erebidae,Moth,14/06/2024,area,
20,12,Melitaea athalia,Nymphalidae,Butterfly,14/06/2024,area,
20,13,Tryphoninae,Ichneumonidae,Wasp,14/06/2024,area,
20,14,Eupeodes corollae,Syrphidae,Fly,14/06/2024,area,
20,15,Bombus pascuorum,Apidae,Bee,14/06/2024,area,
20,16,Melitaea athalia,Nymphalidae,Butterfly,14/06/2024,area,
20,17,Phyllopertha horticola,Scarabaeidae,Beetle,14/06/2024,area,
20,18,Melitaea athalia,Nymphalidae,Butterfly,14/06/2024,area,
20,19,Camptogramma bilineata,Geometridae,Moth,14/06/2024,area,
20,20,Bombus terrestris,Apidae,Bee,14/06/2024,area,escaped before I could take a picture
20,21,Eristalis sp,Syrphidae,Fly,18/06/2024,flower,
20,22,Empis tessellata,Empididae,Fly,18/06/2024,flower,
20,23,Stenurella melanura,Cerambycidae,Beetle,18/06/2024,flower,
20,24,Helophilus pendulus,Syrphidae,Fly,18/06/2024,area,
20,25,Eristalis sp,Syrphidae,Fly,18/06/2024,flower,
20,26,Empis livida,Empididae,Fly,18/06/2024,flower,
20,27,Coenonympha pamphilus,Nymphalidae,Butterfly,18/06/2024,area,
20,28,Didysmachus picipes,Asilidae,Fly,18/06/2024,area,
20,29,Helophilus pendulus,Syrphidae,Fly,18/06/2024,area,
20,30,Andrena sp,Andrenidae,Bee,18/06/2024,area,
